"","instr","college_student","inFavor_inclusion_diffRating_in_Qguide","strongOpin","age","male","gender_TEXT","yearSchool","condition","instr_A","product_clean1","product_neutral1","product_neutral2","product_clean2","product_clean3","product_neutral3","product_clean4","product_neutral4","product_neutral5","product_clean5","selfAliena_1","selfAliena_2","selfAliena_3","selfAliena_4","amountChoice_writing_essay","av_products_clean","av_products_neutral","self_alienation","amount_choice","cond_Num"
404,1,1,1,6,19,1,"            ","Sophomore","High_Choice   ",1,7,6,3,6,5,2,3,2,2,7,2,5,5,4,2,5.6,3,4,2,1
405,1,1,1,6,21,0,"            ","Senior, 2015","ProAttitudinal",1,6,4,7,7,3,2,5,5,6,5,1,1,1,1,7,5.2,4.8,1,7,2
406,1,1,1,6,21,0,"            ","Senior","No_Choice     ",1,4,6,7,7,4,3,5,1,7,4,1,1,1,1,5,4.8,4.8,1,5,0
407,1,1,1,5,19,0,"            ","sophomore","ProAttitudinal",1,3,6,5,5,2,2,2,1,5,3,2,3,1,1,7,3,3.8,1.75,7,2
408,1,1,1,4,19,0,"            ","Sophomore","High_Choice   ",1,1,2,4,1,1,1,1,1,1,1,1,1,2,1,4,1,1.8,1.25,4,1
409,1,1,1,7,19,1,"            ","Sophomore","No_Choice     ",1,5,2,7,3,2,5,5,1,7,1,1,1,1,1,3,3.2,4.4,1,3,0
410,1,1,1,7,18,1,"            ","Freshman","High_Choice   ",1,1,1,1,1,1,1,1,1,3,1,2,2,2,1,1,1,1.4,1.75,1,1
411,1,1,1,7,21,0,"            ","Senior","No_Choice     ",1,7,7,1,4,5,5,6,4,2,7,2,2,2,2,1,5.8,3.8,2,1,0
412,1,1,1,7,21,1,"            ","Senior","ProAttitudinal",1,4,4,4,4,4,4,4,4,4,4,1,1,1,1,7,4,4,1,7,2
413,1,1,1,6,19,0,"            ","2017","No_Choice     ",1,7,5,7,6,1,5,6,1,5,5,2,1,2,2,2,5,4.6,1.75,2,0
414,1,1,1,7,22,0,"            ","2015","ProAttitudinal",1,5,5,6,5,3,2,2,1,6,5,1,1,1,1,7,4,4,1,7,2
415,1,1,1,7,22,0,"            ","4th","High_Choice   ",1,4,4,3,6,5,7,7,1,1,7,2,2,1,1,6,5.8,3.2,1.5,6,1
416,1,1,1,6,18,0,"            ","freshman","ProAttitudinal",1,1,5,1,4,6,4,5,5,1,5,2,2,1,1,1,4.2,3.2,1.5,1,2
417,1,1,1,6,21,1,"            ","Senior","No_Choice     ",1,4,4,4,4,2,5,4,1,1,5,5,3,3,3,1,3.8,3,3.5,1,0
418,1,1,1,6,21,0,"            ","Senior","High_Choice   ",1,5,5,6,5,3,6,5,3,5,4,5,4,4,3,3,4.4,5,4,3,1
419,1,1,1,3,20,0,"            ","Senior","No_Choice     ",1,7,7,7,7,7,7,7,1,7,7,3,3,3,3,4,7,5.8,3,4,0
420,1,1,1,7,21,1,"            ","Senior (2015)","ProAttitudinal",1,6,6,2,4,4,6,6,1,7,5,1,1,1,1,7,5,4.4,1,7,2
421,1,1,1,7,22,1,"            ","Senior","No_Choice     ",1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,0
422,1,1,1,7,22,1,"            ","Senior","High_Choice   ",1,4,4,6,6,4,5,3,1,1,3,1,1,1,1,4,4,3.4,1,4,1
423,1,1,1,7,20,1,"            ","Junior","No_Choice     ",1,1,3,2,1,2,2,2,1,3,1,1,1,1,1,7,1.4,2.2,1,7,0
424,1,1,1,7,21,1,"            ","Senior","ProAttitudinal",1,1,1,7,6,2,2,6,1,5,2,1,1,1,1,7,3.4,3.2,1,7,2
425,1,1,1,7,21,1,"            ","Senior","High_Choice   ",1,3,2,1,3,1,4,1,1,1,1,5,1,1,1,3,1.8,1.8,2,3,1
426,1,1,1,6,21,1,"            ","Senior","ProAttitudinal",1,6,5,5,5,3,3,5,2,3,5,1,2,2,2,5,4.8,3.6,1.75,5,2
427,1,1,1,7,19,0,"            ","Sophomore","High_Choice   ",,,,,,,,,,,,,,,,,,,,,1
428,1,1,1,6,22,1,"            ","Senior","No_Choice     ",1,6,4,7,4,5,5,5,4,2,2,3,3,3,1,1,4.4,4.4,2.5,1,0
429,1,1,1,6,20,0,"            ","2016","No_Choice     ",1,5,6,6,3,4,3,5,3,5,3,2,2,2,2,1,4,4.6,2,1,0
430,1,1,1,7,20,1,"            ","Junior","ProAttitudinal",1,7,2,5,5,1,5,5,1,2,5,2,1,1,1,7,4.6,3,1.25,7,2
431,1,1,1,6,20,1,"            ","15","High_Choice   ",1,5,5,3,5,5,3,5,2,3,5,2,2,2,1,1,5,3.2,1.75,1,1
432,1,1,1,5,19,1,"            ","2016","High_Choice   ",1,3,4,6,2,1,1,1,1,5,1,3,1,1,1,2,1.6,3.4,1.5,2,1
433,1,1,1,5,19,1,"            ","Sophomore","No_Choice     ",1,1,1,3,1,1,1,5,1,1,1,3,2,1,2,4,1.8,1.4,2,4,0
434,1,1,1,6,24,0,"            ","3","ProAttitudinal",1,2,4,2,2,2,3,3,1,4,4,1,2,1,1,4,2.6,2.8,1.25,4,2
435,1,1,1,7,21,1,"            ","Senior","High_Choice   ",1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,7,1,2.2,1,7,1
436,1,1,1,7,20,0,"            ","2017","ProAttitudinal",1,4,4,3,3,3,3,3,1,5,4,2,2,2,2,5,3.4,3.2,2,5,2
437,1,1,1,7,19,1,"            ","Sophomore","High_Choice   ",1,4,4,7,6,2,4,6,1,1,4,1,1,1,1,7,4.4,3.4,1,7,1
438,1,1,1,6,20,1,"            ","Junior","ProAttitudinal",1,6,3,5,4,4,6,2,1,7,5,2,2,1,1,6,4.2,4.4,1.5,6,2
439,1,1,1,5,21,1,"            ","Senior","No_Choice     ",1,1,5,3,7,5,3,3,2,6,6,2,1,1,1,6,4.4,3.8,1.25,6,0
440,1,1,1,6,19,0,"            ","Sophomore","No_Choice     ",1,6,6,1,6,3,4,4,2,3,2,2,2,2,2,2,4.2,3.2,2,2,0
441,1,1,1,7,20,1,"            ","Sophomore","ProAttitudinal",1,4,3,2,2,4,4,5,1,4,4,1,1,1,1,7,3.8,2.8,1,7,2
442,1,1,1,7,19,1,"            ","Sophomore","ProAttitudinal",1,5,4,3,6,3,3,3,2,4,2,4,4,4,4,4,3.8,3.2,4,4,2
443,1,1,1,7,20,1,"            ","Junior","No_Choice     ",1,4,2,6,4,1,2,4,1,6,3,2,2,4,4,1,3.2,3.4,3,1,0
444,1,1,1,6,19,0,"            ","sophomore","High_Choice   ",1,1,5,5,2,1,2,1,2,7,1,1,2,4,4,1,1.2,4.2,2.75,1,1
445,1,1,1,6,20,1,"            ","Junior","ProAttitudinal",1,5,5,3,6,5,6,6,5,7,5,2,2,2,2,6,5.4,5.2,2,6,2
446,1,1,1,7,21,1,"            ","Senior (Class of 2015)","No_Choice     ",1,5,4,6,5,4,7,3,1,6,4,2,2,2,2,7,4.2,4.8,2,7,0
447,1,1,1,5,22,1,"            ","Senior","High_Choice   ",1,4,4,5,5,4,4,5,4,5,4,6,6,6,6,4,4.4,4.4,6,4,1
448,1,1,1,5,21,1,"            ","Senior","ProAttitudinal",1,3,4,6,3,2,3,2,2,5,3,2,3,2,3,7,2.6,4,2.5,7,2
449,1,1,1,7,23,0,"            ","harvard","No_Choice     ",1,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,7,7,5,5,0
450,1,1,1,4,21,0,"            ","2015","High_Choice   ",1,4,4,1,3,1,2,2,1,2,3,4,4,4,4,5,2.6,2,4,5,1
451,1,1,1,7,20,1,"            ","Junior","No_Choice     ",1,3,2,5,2,2,4,3,1,7,2,4,6,6,7,1,2.4,3.8,5.75,1,0
452,1,1,1,7,18,0,"            ","Sophomore","ProAttitudinal",1,5,5,3,5,3,3,4,1,7,4,3,2,2,2,7,4.2,3.8,2.25,7,2
453,1,1,0,7,25,0,"            ","Harvard","High_Choice   ",1,7,7,7,7,7,7,7,7,7,7,3,3,3,3,4,7,7,3,4,1
454,1,1,0,7,25,0,"            ","Harvard","ProAttitudinal",1,2,7,7,3,1,7,2,7,7,1,1,1,1,1,4,1.8,7,1,4,2
455,1,1,1,7,22,1,"            ","Harvard","ProAttitudinal",1,7,7,7,7,7,7,7,7,7,7,1,1,1,1,5,7,7,1,5,2
456,1,1,0,7,24,0,"            ","Harvard","High_Choice   ",1,7,7,7,7,7,7,7,7,7,7,3,3,3,3,5,7,7,3,5,1
457,1,1,1,7,22,0,"            ","Harvard","High_Choice   ",1,7,7,7,7,7,7,7,7,7,7,2,2,2,2,3,7,7,2,3,1
458,1,1,0,7,25,0,"            ","Harvard","No_Choice     ",1,7,2,2,7,7,2,7,2,2,7,1,1,1,1,5,7,2,1,5,0
459,1,1,1,7,23,1,"            ","Harvard","ProAttitudinal",1,1,7,7,2,1,7,1,7,7,1,1,1,3,1,3,1.2,7,1.5,3,2
460,1,1,0,7,25,0,"            ","Harvard","High_Choice   ",1,7,7,7,7,7,7,7,7,7,7,3,3,3,3,4,7,7,3,4,1
461,1,1,0,6,25,1,"            ","4","No_Choice     ",1,3,5,4,6,5,3,6,5,4,6,5,6,7,5,6,5.2,4.2,5.75,6,0
462,1,1,0,7,24,0,"            ","Harvard","No_Choice     ",1,7,4,4,7,7,4,7,4,4,7,3,3,3,3,5,7,4,3,5,0
463,1,1,1,5,23,0,"            ","1","High_Choice   ",1,2,6,5,6,6,4,7,3,5,6,6,5,6,7,5,5.4,4.6,6,5,1
464,1,1,1,4,19,0,"            ","Sophomore","No_Choice     ",1,5,5,3,5,2,2,2,2,2,3,3,3,4,3,2,3.4,2.8,3.25,2,0
465,1,1,1,6,28,1,"            ","5","High_Choice   ",1,2,6,4,5,7,5,5,4,6,5,5,4,6,6,5,4.8,5,5.25,5,1
466,1,1,1,6,22,1,"            ","Senior","ProAttitudinal",1,3,5,7,5,4,6,2,1,5,4,1,1,3,2,4,3.6,4.8,1.75,4,2
467,1,1,1,6,20,0,"            ","Junior","High_Choice   ",1,1,2,1,2,1,1,2,1,1,2,5,5,5,4,3,1.6,1.2,4.75,3,1
468,1,1,1,5,23,1,"            ","2015","High_Choice   ",1,4,4,4,2,2,6,6,4,7,4,2,2,2,2,2,3.6,5,2,2,1
469,1,1,1,6,22,1,"            ","Senior","No_Choice     ",1,4,5,4,4,4,5,4,4,3,4,3,4,5,5,4,4,4.2,4.25,4,0
470,1,1,1,6,22,0,"            ","2015/Senior","ProAttitudinal",1,5,5,7,7,7,7,7,1,7,7,1,1,1,1,7,6.6,5.4,1,7,2
471,1,1,1,6,36,1,"            ","2010","High_Choice   ",1,3,3,4,4,4,4,4,4,4,4,5,5,6,6,6,3.8,3.8,5.5,6,1
472,1,1,1,7,25,0,"            ","Harvard","ProAttitudinal",1,1,7,7,5,1,7,1,7,7,1,1,1,1,1,2,1.8,7,1,2,2
473,1,1,0,5,25,0,"            ","Harvard","High_Choice   ",1,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,7,7,1,1,1
474,1,1,1,7,22,1,"            ","Harvard","No_Choice     ",1,7,7,7,7,7,7,7,7,7,7,3,3,3,3,4,7,7,3,4,0
475,1,1,1,7,23,1,"            ","Harvard","High_Choice   ",1,7,7,7,7,7,7,7,7,7,7,3,3,3,3,4,7,7,3,4,1
476,1,1,0,7,25,0,"            ","Harvard","ProAttitudinal",1,1,7,7,1,1,7,1,7,7,1,4,3,4,4,5,1,7,3.75,5,2
477,1,1,0,7,26,1,"            ","Harvard","No_Choice     ",1,7,4,4,7,7,4,7,4,4,7,4,4,4,4,5,7,4,4,5,0
478,1,1,1,6,20,0,"            ","2013","No_Choice     ",1,6,5,4,5,6,5,5,6,5,5,2,3,3,3,2,5.4,5,2.75,2,0
479,1,1,0,6,21,0,"            ","2012","ProAttitudinal",1,5,3,3,6,4,3,3,4,5,3,3,2,2,2,5,4.2,3.6,2.25,5,2
480,1,1,1,7,24,1,"            ","Harvard","High_Choice   ",1,7,7,7,7,7,7,7,7,7,7,3,3,3,3,4,7,7,3,4,1
481,1,1,1,7,27,0,"            ","Harvard","ProAttitudinal",1,2,7,7,2,1,7,2,7,7,2,1,1,1,1,5,1.8,7,1,5,2
482,1,1,1,7,25,1,"            ","Harvard","High_Choice   ",1,7,7,7,7,7,7,7,7,7,7,3,3,3,3,5,7,7,3,5,1
483,1,1,1,7,27,0,"            ","Harvard","No_Choice     ",1,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,7,7,5,5,0
484,1,1,1,7,26,1,"            ","4","High_Choice   ",1,3,4,6,5,5,6,4,5,5,6,5,4,6,7,6,4.6,5.2,5.5,6,1
485,1,1,0,6,22,0,"            ","2012","High_Choice   ",1,6,3,4,6,3,6,3,4,5,4,3,3,3,3,3,4.4,4.4,3,3,1
486,1,1,1,6,20,1,"            ","2013","No_Choice     ",1,5,4,5,5,5,4,5,6,5,5,3,2,3,3,4,5,4.8,2.75,4,0
487,1,1,0,6,20,0,"            ","2013","ProAttitudinal",1,4,5,4,6,5,4,4,5,5,3,3,3,3,3,6,4.4,4.6,3,6,2
488,1,1,1,5,20,0,"            ","Senior","ProAttitudinal",1,4,1,1,4,1,1,7,1,1,1,5,1,1,1,6,3.4,1,2,6,2
489,1,1,0,3,22,1,"            ","2014","No_Choice     ",1,7,1,7,7,7,1,7,1,7,7,4,4,4,4,7,7,3.4,4,7,0
490,1,1,1,7,19,0,"            ","2, sophomore","High_Choice   ",1,7,2,6,6,4,4,5,2,2,4,2,1,1,1,3,5.2,3.2,1.25,3,1
491,1,1,0,6,21,0,"            ","2015","High_Choice   ",1,2,2,2,3,2,1,2,1,1,2,5,2,2,3,4,2.2,1.4,3,4,1
